id,title,inferred_technology_tags
proj-cs253-180,CAREERQUEST VR: A VIRTUAL REALITY EXPERIENCE FOR CAREER EXPLORATION AMONG YOUNG ADULTS,AR/VR / Game
proj-cs253-181,PIXELMATH: ENHANCING MULTIPLICATION SKILLS THROUGH A GAME-BASED LEARNING APPROACH,AR/VR / Game
proj-cs253-182,ROADSAFE MASTER : A 2D GAME BASED LEARNING (GBL) APPLICATION FOR ROAD SAFETY EDUCATION,General CS
proj-cs253-183,GAMIFIED VIRTUAL REALITY ENVIRONMENT TO ENHANCE AWARENESS ABOUT UNDERSTANDING THE OBSESSIVE - COMPULSIVE DISORDER (OCD) AMONG YOUNG ADULT,AR/VR / Game
proj-cs253-184,BIOLAB QUEST : A GAME-BASED LEARNING FOR BIOLOGY EXPERIMENTS,AR/VR / Game
proj-cs253-185,TBD (Project Title Pending),General CS
proj-cs253-186,ARHIJAB: VIRTUAL TRY-ON FOR HIJAB STYLES,General CS
proj-cs253-187,AI-POWERED SOFT SKILLS EVALUATION SYSTEM WITH VIRTUAL REALITY,AR/VR / Game
proj-cs253-188,ECO PIXELS: A PIXEL GAME FOR DEFORESTATION AWARENESS,General CS
proj-cs253-189,GAME-BASED LEARNING: 3D FARMING SIMULATION,AR/VR / Game
proj-cs253-190,ProdVR ORIGIN: GAMIFIED VIRTUAL REALITY OF RESOURCES REGENERATION AND CIRCULAR ESSENTIALS.,AR/VR / Game
proj-cs253-191,IMMERSIVE VR DRONE FLIGHT TRAINING SIMULATOR FOR BEGINNERS,AR/VR / Game
proj-cs253-192,AR TIGER EXPLORER: AN AUGMENTED REALITY APP FOR LEARNING ABOUT TIGER SUBSPECIES,AR/VR / Game
proj-cs253-193,CIPHERQUEST: A 3D INTERACTIVE STORYTELLING GAME FOR CYBERSECURITY AWARENESS,General CS
proj-cs253-194,LEXIRISE: AN ADVENTURE-BASED 3D EDUCATIONAL GAME FOR LITERACY SUPPORT AMONG DYSLEXIC LEARNERS,General CS
proj-cs253-195,GAME-BASED LEARNING APPLICATION FOR SINKHOLE HAZARD AWARENESS WITH AR INTEGRATION,AR/VR / Game
proj-cs253-196,TERRAFORGE: GAME-BASED LEARNING APPLICATION FOR EARTHQUAKE AWARENESS WITH VIRTUAL REALITY (VR) INTEGRATION,AR/VR / Game
proj-cs253-197,DIALECTQUEST: LEARNING KELANTAN CULTURAL DIALECT THROUGH INTERACTIVE MINI GAME,General CS
proj-cs253-198,EZ JAWI: INTRODUCING JAWI THROUGH GAME,General CS
proj-cs253-199,CODEREALMS: A GAME-BASED LEARNING JOURNEY THROUGH THE KINGDOMS OF PROGRAMMING,AR/VR / Game
proj-cs253-200,HEALQUEST: A MENTAL HEALTH AWARENESS GAME FOR PROMOTING EMOTIONAL WELL-BEING,Sentiment Analysis
proj-cs253-201,HEARTWISE: THE SMART CHOLESTEROL GAME APP,General CS
proj-cs253-202,JejakMelaka-ENHANCING FORM 2 KSSM HISTORY LEARNING THROUGH A GAMIFIED EDUCATIONAL SYSTEM: A STUDY ON THE MALACCA SULTANATE TOPIC,General CS
proj-cs253-203,SIMPULAN QUEST : EDUCATIONAL GAME FOR LEARNING MALAY IDIOMS,General CS
proj-cs253-204,SMART MONEY SAVER : A GAME BASED LEARNING IN BUDGETING SKILLS TO CHILDREN,General CS
proj-cs253-205,CALMQALBI VR: AN ISLAMIC ADAPTIVE RELAXATION EXPERIENCE,AR/VR / Game
proj-cs253-206,BUDGETBITE 3D: A SIMULATION GAME FOR PROMOTING HEALTHY AND BUDGET-FRIENDLY EATING FOR UNIVERSITY STUDENTS,General CS
proj-cs253-207,SIGNQUEST: THE SILENT VILLAGE - AN INTERACTIVE GAME-BASED LEARNING APPLICATION FOR BASIC SIGN LANGUAGE COMMUNICATION,AR/VR / Game
proj-cs253-208,3D EDUCATIONAL SIMULATION FOR PADDY FARMING IN MALAYSIA,General CS
proj-cs253-209,ARABIA QUEST : MASTERING ARABIC VOCABULARY THROUGH GAME BASED LEARNING ADVENTURE,General CS
proj-cs253-210,TASTEVENTURE HUNTER: A GAME-BASED LEARNING ADVENTURE OF NEGERI SEMBILAN CULINARY HERITAGE,AR/VR / Game
proj-cs253-211,WISDOM ESCAPE: AN INTERACTIVE ESCAPE ADVENTURE IN THE WORLD OF VIRTUAL MALAY PROVERBS,General CS
proj-cs253-212,JOURNEY THROUGH PALESTINE: A GAME-BASED LEARNING FOR CULTURAL AND HUMANITARIAN AWARENESS,AR/VR / Game
proj-cs253-213,VRUGBY: LEARNING RUGBY THROUGH VR,AR/VR / Game
proj-cs253-214,MOBILE MASJID (MOSQUES) COMMUNITY APP,General CS
proj-cs253-215,FUTURE UP: A GAMIFIED SELF-ASSESMENT TOOL FOR MEASURING CAREER ADAPTABILITY,General CS
proj-cs253-216,LAB SAFETY PROTOCOL: A GAME-BASED LEARNING APPLICATION FOR SAFETY IN LAB,AR/VR / Game
proj-cs253-217,CORAL GUARDIAN: AN IMMERSIVE CONSERVATION GAME ON CORAL DISEASES,General CS
proj-cs253-218,SIMULATION APPS USING VR FOR LEARNING PROJECTILE MOTION IN PHYSICS,AR/VR / Game
proj-cs253-219,DIGITAL LITERACY & SOCIAL MEDIA ETHICS GAME,General CS
proj-cs253-220,VR FLOOD SIMULATION AWARENESS : ENHANCING PUBLIC PREPAREDNESS,AR/VR / Game
proj-cs253-221,FAITH EXPLORATION: GAMIFIED VIRTUAL MOSQUE FOR INTERACTIVE ISLAMIC LEARNING,General CS
proj-cs253-222,AR GAME-BASED LEARNING FOR BAHASA MELAYU LITERACY AMONG SLOW LEARNERS IN PPKI SCHOOL,AR/VR / Game
proj-cs253-223,ECORESQUE: 3D DESKTOP GAME FOR ENVIRONMENTAL POLLUTION AWARENESS AMONG SECONDARY SCHOOL STUNDENTS,General CS
proj-cs253-224,CADENCE REALITY: THE IMMERSIVE MARCHING ARTS SIMULATION (VR),General CS
proj-cs253-225,CYBER DEFENSE: PROTECT THE CORE,General CS
proj-cs253-226,FOOD CHOICE CHALLENGE- EDUCATIONAL NUTRITION GAME,General CS
proj-cs253-227,MINDFUL GARDEN: A MOBILE GAME TO ENHANCE ENGAGEMENT AND POSITIVE EXPERIENCE FOR INDIVIDUALS WITH DEPRESSION,General CS
proj-cs253-228,SHADOW QUEST: AN AUGMENTED REALITY SHADOW GAME FOR WAYANG KULIT HERITAGE PRESERVATION,AR/VR / Game
proj-cs253-229,STROKE WARRIOR: A VR REHABILITATION GAME FOR STROKE,AR/VR / Game
proj-cs253-230,BraveSmile VR: An Immersive Dental Adventure Game to Reduce Children\,AR/VR / Game
proj-cs253-231,RESPIRELEARN INTERACTIVE LEARNING FOR SECONDARY STUDENTS,General CS
proj-cs253-232,AR CHEMSMART : INTERACTIVE CHEMISTRY LEARNING APP FOR SPM STUDENT,AR/VR / Game
proj-cs253-233,ARABICLINGO: A 3D GAME-BASED LEARNING FOR YEAR 2 KAFA,AR/VR / Game
proj-cs253-234,Umrah3DGuide: Interactive 3D Simulation for First-Time Umrah Pilgrims According to The Pillars,General CS
proj-cs253-235,GRAMMAR GUARDIAN DEFEND THE ENGLISH KINGDOM THROUGH GAME-BASED LEARNING FOR FORM 2,AR/VR / Game
proj-cs253-236,FITQUEST KIDS:A GAME BASED LEARNING HEALTHY LIFESTYLE AMONG CHILDREN,General CS
proj-cs253-237,DIGEST IT! : A MOBILE GAME-BASED LEARNING APPLICATION ON HUMAN DIGESTION PROCESS FOR SECONDARY LEVEL BIOLOGY,AR/VR / Game
proj-cs253-238,CODEESCAPE: TRAPPED INSIDE THE MACHINE,General CS
proj-cs253-239,VR HANG TUAH MUSEUM,AR/VR / Game
proj-cs253-240,AR CONGKAK: PRESERVING MALAYSIAN TRADITIONAL GAME THROUGH AR,AR/VR / Game
proj-cs255-241,COMPARATIVE ANALYSIS OF MACHINE LEARNING ALGORITHMS FOR MULTICLASS NETWORK INTRUSION DETECTION,Machine Learning; Network Security / IDS
proj-cs255-242,PUBLIC WIFI GUARDIAN : REAL-TIME HYBRID DETECTION AND TELEGRAM ALERT SYSTEM FOR EVIL TWIN ATTACK,General CS
proj-cs255-243,OFFLINE FORENSIC TOOLKIT FOR LOCAL DATA EXFILTRATION VIA NETWORK PACKET AND AUDIT LOG CORRELATION,General CS
proj-cs255-244,PROTOTYPE OF OPENWRT-BASED HOTEL MANAGEMENT SYSTEM FOR LIMITING THE NUMBER OF CONNECTIONS PER ROOM AND ESP32-BASED NETWORK MONITORING,IoT / Embedded
proj-cs255-245,SMART IOT CHESS BOARD WITH CAMERA-BASED MOVE DETECTION,IoT / Embedded
proj-cs255-246,QOS (QUALITY OF SERVICE) FOR VOIP IN LAN/WAN,General CS
proj-cs255-247,WIRELESS MESH INTELLIGENT IRRIGATION SYSTEM USING THREAD NETWORK,IoT / Embedded
proj-cs255-248,PERFORMANCE COMPARISON OF VPN PROTOCOLS UNDER SIMULATED NETWORK ATTACKS USING GNS3,Networking
proj-cs255-249,ANALYSIS OF IPV6 MIGRATION STRATEGIES : PERFORMANCE TESTING AND SECURITY IMPLICATIONS,General CS
proj-cs255-250,DEVELOPMENT OF BLOCKCHAIN-BASED SYSTEM FOR SKINCARE PRODUCT AUTHENTICATION USING SMART CONTRACT AND QR CODE,Blockchain
proj-cs255-251,EXPLAINABLE AUTOENCODER-BASED ANOMALY DETECTION FOR MALICIOUS DNS-OVER-HTTPS TRAFFIC,Network Security / IDS
proj-cs255-252,PENETRAAI: AN AI-ASSISTED UNIFIED VULNERABILITY ASSESSMENT PLATFORM FOR WEB APPLICATION SECURITY,Web / Dashboard
proj-cs255-253,"DEPLOYMENT OF A CLOUD-BASED DECOY INFRASTRUCTURE FOR SIMULATED VULNERABILITY EXPOSURE, INTRUSION DATA COLLECTION AND ATTACK TREND VISUALIZATION",General CS
proj-cs255-254,"PERFORMANCE EVALUATION OF AN ENHANCED EBPF-XDP IN-KERNEL LAYER 4 LOAD BALANCER COMPARED TO STANDARD XDP, IPTABLES DNAT, AND NGINX",General CS
proj-cs255-255,COMPARISON ON THE PERFORMANCE OF VLAN AND NON-VLAN NETWORK SEGMENTATION IN A CAMPUS ENVIRONMENT USING GNS3,Networking
proj-cs255-256,MACHINE LEARNING AND DEEP LEARNING BASED REAL TIME PHISHING WEBSITE DETECTION SYSTEM,Deep Learning / CV; Machine Learning; Cybersecurity
proj-cs255-257,TSUNAMI EARLY WARNING AND RESPONSE SYSTEM,General CS
proj-cs255-258,"OPTIMAL PLACEMENT OF FIREWALLS AND INTRUSION PREVENTION SYSTEMS IN ZERO TRUST WIDE AREA NETWORK TOPOLOGIES: AN ANALYSIS OF POINT-TO-POINT, HUB-AND-SPOKE, DUAL-HOMED, AND FULL-MESH CONFIGURATIONS",IoT / Embedded; Cybersecurity
proj-cs255-259,NETWORK DIGITAL TWIN WITH NETWORK TRAFFIC REPLAY IN CAMPUS AREA USING GNS3 SIMULATION,Networking
proj-cs255-260,AUTOMATED PENETRATION TESTING FOR WEB APPLICATION,Cybersecurity; Web / Dashboard
proj-cs255-261,MACHINE LEARNING -ENHANCED WEB APPLICATION FIREWALL DASHBOARD FOR REAL-TIME ATTACK DETECTION AND RISK EVALUATION,Machine Learning; Web / Dashboard
proj-cs255-262,DEPLOYMENT HONEYNET SYSTEM FOR NETWORK THREAT DETECTION,General CS
proj-cs255-263,AI-DRIVEN SQL INJECTION DETECTION,AI / General
proj-cs255-264,ANOMALY DETECTION IN NETWORK TRAFFIC USING MACHINE LEARNING ALGORITHMS,Machine Learning; Network Security / IDS
proj-cs255-265,INTELLIGENT NETWORK RECOVERY : IMPLEMENTING AND EVALUATING SDN-BASED SELF HEALING WITH PYTHON AUTOMATION,Networking
proj-cs255-266,WEB PERFORMANCE DASHBOARD USING GOOGLE LIGHTHOUSE WITH DEEPSEEK API,LLM; Web / Dashboard
proj-cs255-267,ANALYSIS OF VULNERABILITIES IN IOT DEVICE COMMUNICATION,IoT / Embedded
proj-cs255-268,DESIGN AND IMPLEMENTATION OF A SERVER BACKUP AND RESTORE SYSTEM WITH REAL-TIME PERFORMANCE MONITORING,General CS
proj-cs255-269,IOT- BASED STREET LIGHTING SYSTEM BY USING MQTT AND REAL TIME SOS ALERT,IoT / Embedded
proj-cs255-270,IOT- BASED INVENTORY MONITORING SYSTEM,IoT / Embedded
proj-cs255-271,DESIGN AND IMPLEMENTATION OF A LIGHTWEIGHT IOT HONEYPOT WITH MACHINE LEARNING AND DASHBOARD VISUALIZATION FOR SMART HOME ATTACK DETECTION,Machine Learning; IoT / Embedded; Cybersecurity; Web / Dashboard
proj-cs255-272,ZERO TRUST POLICY ENFORCEMENT USING SOFTWARE DEFINED NETWORKING (SDN) FOR DYNAMIC MICRO-SEGMENTATION IN UNTRUSTED NETWORK CONNECTIONS,Cybersecurity; Networking
proj-cs255-273,PHISHING WEBSITE DETECTION USING MACHINE LEARNING WITH NETWORK FEATURES ANALYSIS AND AWARENESS ASSISTANT,Machine Learning; Cybersecurity
proj-cs255-274,NETWORK PERFORMANCE EVALUATION OF AN IOT-BASE CAR RENTAL MONITORING SYSTEM UNDER VARYING CONNECTIVITY STATES,IoT / Embedded; AR/VR / Game
proj-cs255-275,MACHINE LEARNING-BASED PREDICTIVE NETWORK PERFORMANCE MONITORING SYSTEM WITH DECISION SUPPORT,Machine Learning
proj-cs255-276,REAL TIME AI-BASED INTRUSION DETECTION AND THREAT ANALYSIS SYSTEM,Network Security / IDS
proj-cs255-277,DEVELOPMENT OF AN AI-BASED SYSTEM FOR DETECTING DEEPFAKE VIDEOS CONTENT ON SOCIAL MEDIA,Cybersecurity
proj-cs255-278,OPTIMIZATION OF WIRELESS NETWORK COVERAGE USING AI-DRIVEN CHANNEL ALLOCATION,Generative AI / RAG
proj-cs255-279,CLOUD-BASED IDS FOR BRUTE-FORCE AND PORT SCANNING ATTACK IN SME NETWORK,General CS
proj-cs255-280,PROTOTYPE IMPLEMENTATION OF A DRONE-BASED IOT FANET FOR EARTHQUAKE RESPONSE SCENARIOS,IoT / Embedded
proj-cs255-281,MACHINE LEARNING-BASED NETWORK TRAFFIC CLASSIFICATION AND PERFORMANCE ANALYSIS IN A SIMULATED CAMPUS NETWORK,Machine Learning
proj-cs255-282,MULTI-NODE SMART ENVIRONMENTAL MONITORING WITH QOS PERFORMANCE ANALYSIS OVER WI-FI AND MQTT NETWORK,IoT / Embedded
proj-cs255-283,BANDWIDTH MANAGEMENT SYSTEM ACROSS DIFFERENT NETWORK SEGMENTS USING TOKEN BUCKET RATE LIMITING TECHNIQUE,General CS
proj-cs255-284,THE UITM CYBERRANGE REAL-WORLD LEARNING ENVIROMENT FOR WEB PENETRATION TESTING EDUCATION,Cybersecurity
proj-cs255-285,LOT-BASED SMART CLINIC FOR HOME -TO - CLINIC HEALTH MONITORING AND ALERT MANAGEMENT,General CS
proj-cs255-286,DESIGN AND DEVELOPMENT OF VPN PROTOCOL MONITORING DASHBOARD FOR REAL-TIME NETWORK ANALYSIS (WIREGUARD VS. OPENVPN),Networking; Web / Dashboard
proj-cs255-287,"THE IMPACT OF IDS, IPS AND FIREWALL PLACEMENT ON NETWORK SECURITY AND PERFORMANCE USING GNS3",Networking
proj-cs255-288,AI-DRIVEN WEB PERFORMANCE TESTING AND PREDICTION PLATFORM USING K6 AND JMETER,AI / General
proj-cs255-289,AI-ENHANCED INTRUSION DETECTION SYSTEM FOR THREAT DETECTION IN NETWORKS,Network Security / IDS
proj-cs255-290,DEEPSEEK-POWERED WEB PERFORMANCE ANALYSIS AND PREDICTION SYSTEM,LLM
proj-cs255-291,ENHANCING THREAT DETECTION THROUGH ENTITY CORRELATION AND MACHINE LEARNING USING ZEEK NETWORK LOGS,Machine Learning
proj-cs255-292,SECURITY TESTING OF RESTFUL API AGAINST COMMON API ATTACKS,General CS
proj-cs255-293,IMPLEMENTATION OF ZERO TRUST ARCHITECTURE IN ENTERPRISE VPN NETWORK SIMULATION USING GNS3,Cybersecurity; Networking
proj-cs255-294,SECURE NETWORK COMMUNICATION THROUGH IPSEC VPN AND SPLIT TUNNELLING IMPLEMENTATION IN GNS3,Networking
proj-cs255-295,DEPLOYING AND ANALYZING CYBERATTACK(CRYPTOHIJACKING) USING HONEYPOT AND AI-DRIVEN FIREBASE CLOUD SERVER,Cybersecurity
proj-cs255-296,TBD (Project Title Pending),General CS
proj-cs255-297,DEVELOPMENT OF MACHINE LERNING-BASED VPN DETECION SYSTEM AGAINST OBFUSCATED NETWORK TRAFFIC,Networking
proj-cs255-298,AUTHENTICATED CAFE WIFI WITCH PCQ BBANDWITHCONTROL,General CS
proj-cs255-299,COMPARATIVE PERFORMANCE EVALUATION OF VPN PROTOCOLS USING MACHINE LEARNING ANALYSIS,Machine Learning; Networking
proj-cs255-300,DEVELOPMENT OF A WIFI METADATA - BASED ROGUE ACCESS POINT DETECTION SYSTEM,General CS
proj-cs255-301,IOT SMART ENERGY SAVER PLUG WITH SECURE NETWORK PROTECTION,IoT / Embedded
proj-cs255-302,AI-DRIVEN INTRUSION DETECTION SYSTEM WITH BLOCKCHAIN-BACKED SECURITY LOGGING USING GNS3 SIMULATION,Blockchain; Network Security / IDS; Networking
proj-cs255-303,IDS-BASED DETECTION AND AUTOMATED RESPONSE USING SURICATA AND KIBANA,General CS
proj-cs255-304,AUTOMATED LOCAL NETWORK DISCOVERY AND BASIC SECURITY AUDITING TOOL,General CS
proj-cs255-305,ANALYSIS OF SSH AND TELNET BRUTE-FORCE ATTACK PATTERNS ON IOT HONEYPOTS COWRIE SIMULATION,IoT / Embedded; Cybersecurity
proj-cs255-306,DDOS ATTACK DETECTION THROUGH DESIGN AND IMPLEMENTATION IN SDN,Networking
proj-cs255-307,HOST-BASED PHISHING DETECTION THROUGH API INTEGRATION OF ALIENVAULT OTX AND PULSEDIVE THREAT INTELLIGENCE INTO SURICATA,Cybersecurity
proj-cs255-308,DEVELOPMENT OF A SELF-BUILT NETWORK ATTACHED STORAGE(NAS)SYSTEM WITH REAL-TIME NETWORK MONITORING AND HYBRID SECURITY OPTIMIZATION FOR SMALL AND MEDIUM ENTERPRISE(SME) ENVIRONMENT,Generative AI / RAG; Cloud / DevOps
proj-cs255-309,"SIMULATION-BASED COMPARATIVE PERFORMANCE ANALYSIS OF RIP, OSPF, AND EIGRP ROUTING PROTOCOLS IN WAN TOPOLOGIES USING GNS3",Networking
proj-cs266-310,AUTOMATED ATTENDANCE SYSTEM WITH QR CODE AND LOCATION VERIFICATION,General CS
proj-cs266-311,HikeQuest: A GAMIFIED CHECKPOINT TRACKING AND ACHIEVEMENT GENERATOR APPS,General CS
proj-cs266-312,VETERINARY HEALTH MANAGEMENT SYSTEM WITH AUTOMATED VACCINATION REMINDERS,General CS
proj-cs266-313,PhysiOnTheGo: AN INTEGRATED MOBILE AND WEB-BASED PHYSIOTHERAPY SYSTEM FOR ELDERLY PEOPLE,Web / Dashboard
proj-cs266-314,NUTRIMUAYKIDS: SMART NUTRITION RECOMMENDATION AND TRACKING SYSTEM FOR CHILDREN IN RIZQ MUAYTHAI & FITNESS GYM,Recommender System
proj-cs266-315,ALLERNUTRI: MEAL PLAN RECOMMENDATION SYSTEM FOR ALLERGY USING RULE-BASED,Recommender System
proj-cs266-316,MindEaseCompanion: EARLY STAGE MENTAL HEALTH RISK DETECTION SYSTEM FOR UNIVERSITY STUDENTS WITH LECTURER MONITORING MODULE,General CS
proj-cs266-317,ELDRA : ELDERLY CARE REMINDER AND SUPPORT SYSTEM,General CS
proj-cs266-318,ToRecycle: A GAMIFIED RECYCLING GUIDANCE AND REWARD SYSTEM,General CS
proj-cs266-319,HOSS : CONSTRAINT-BASED AUTOMATED SCHEDULING SYSTEM FOR HOUSE OFFICERS IN THE SURGERY DEPARTMENT,General CS
proj-cs266-320,SKILL4U : A WEB-BASED COMMUNITY SKILL-SHARING PLATFORM,Web / Dashboard
proj-cs266-321,HOPECYCLE: WEB-BASED DONATION MANAGEMENT SYSTEM FOR ORPHANAGES,Web / Dashboard
proj-cs266-322,ComFoodBank: A DIGITALIZED WEB-BASED COMMUNITY FOOD BANK INVENTORY MANAGEMENT AND DISTRIBUTIN REMINDER SYSTEM FOR MOSQUE,Web / Dashboard
proj-cs266-323,PAEDIATRIC GROWTH MONITORING WITH HEALTH CHECK REMINDER SYSTEM FOR KKKKLIA,General CS
proj-cs266-324,MOSQUE EVENT AND FACILITY MAINTENANCE MANAGEMENT SYSTEM WITH NOTIFICATION,General CS
proj-cs266-325,SCHOLARSHIPADVISOR: SCHOLARSHIP ELIGIBILITY BASED ON STUDENT\,Data Analytics
proj-cs266-326,PROACTIVEBUILD : SMART MONITORING AND MANPOWER ALLOCATION FOR CONSTRUCTION SITE,General CS
proj-cs266-327,PAYROLLNLEAVE: STAFF PAYROLL AND LEAVE MANAGEMENT SYSTEM FOR RESTAURANT SEPAKAT,General CS
proj-cs266-328,FOREVER-CELEBRATE: AN INTELLIGENT PREFERENCES-BASED GIFT CUSTOMIZATION AND STRATEGIC MARKETING,General CS
proj-cs266-329,HealMeal: SMART MEAL-PLAN RECOMMENDATION SYSTEM FOR MENTAL HEALTH RECOVERY,Recommender System
proj-cs266-330,SMART MAINTENANCE MANAGEMENT SYSTEM FOR ARM FORCE HELICOPTER,General CS
proj-cs266-331,STUDENT ENTREPRENEURSHIP MARKETPLACE MOBILE APPLICATION FOR UiTM JASIN,Mobile App
proj-cs266-332,e-BECA: MOBILE RESERVATION SYSTEM FOR TRISHAW SERVICES IN MELAKA,General CS
proj-cs266-333,RAKANSEWA: RULE-BASED HOUSEMATE COMPATIBILITY SYSTEM FOR STUDENT RENTAL HOUSING,General CS
proj-cs266-334,VILLA INDOOR FACILITIES RECOMMENDATIONS AND SERVICE MANAGEMENT SYSTEM,Recommender System
proj-cs266-335,WEB-BASED COMPLAINT SYSTEM,Web / Dashboard
proj-cs266-336,SMART HAIRSTYLE RECOMMENDATION SYSTEM USING RULE-BASED TECHNIQUE,Recommender System
proj-cs266-337,BittyBakery: PRODUCTION PLANNING AND INVENTORY MANAGEMENT SYSTEM FOR BITTY BITES,General CS
proj-cs266-338,KINDNET: WEB-BASED CHARITY MANAGEMENT SYSTEM,Web / Dashboard
proj-cs266-339,WEB-BASED CAR SERVICE ADVISOR,AR/VR / Game; Web / Dashboard
proj-cs266-340,ePasar: A Platform for Discovering Local Products and Businesses in Bandar Tenggara,AR/VR / Game
proj-cs266-341,Plumbfix: PLUMBING MANAGEMENT SYSTEM,General CS
proj-cs266-342,NUT & HAZEL BAKERY INFORMATION SYSTEM,General CS
proj-cs266-343,Kasih Istimewa: Special Needs Home Management System,General CS
proj-cs266-344,Tournamind : A Volleyball Tournament Management System,General CS
proj-cs266-345,TOUR GUIDE WEB-BASED BOOKING SYSTEM,Web / Dashboard
proj-cs266-346,CareConnect: Web-Based Charity Event and Fundraising Management System for Ummah Relief Project,Web / Dashboard
proj-cs266-347,ORDERING SYSTEM WITH PRODUCT RECOMMENDATION FOR NUFAZ COOKIES,Recommender System
proj-cs266-348,DENTAL MANAGEMENT SYSTEM WITH NOTIFICATION FEATURE FOR ROSE DENTAL CLINIC,General CS
proj-cs266-349,22UNIMART ITEMS AND SUPPLIERS MANAGEMENT SYSTEM,General CS
proj-cs266-350,BLESSIFY.CO: A SMART QUR\,General CS
proj-cs266-351,EDUTRACK: PROGRESS TRACKER FOR SPM CANDIDATES AT PUSAT TUISYEN VERSATIL,General CS
proj-cs266-352,"Smart Laundry Mobile Application with OCR-Based Reminder, Machine Issue Reporting, and Reward Point System",Mobile App
proj-cs266-353,A Web-Based of Project Tracking and Management System,Web / Dashboard
proj-cs266-354,A WEB-BASED VENDOR MANAGEMENT SYSTEM FOR PORT LEPAK MANJUNG,Web / Dashboard
proj-cs266-355,Hafazan Progress Tracking Application for PASTI Al-Qawiyyul Amin,General CS
proj-cs266-356,Web-Based Visitor Management System with Analytics for Pejabat Pendidikan Daerah Hulu Langat,Web / Dashboard
proj-cs266-357,Web-based Infant Vaccine With Allergy Management System,Web / Dashboard
proj-cs266-358,HerbCare: Herbal Recommendation System Based On Patient Symptom In Traditional Chinese Medicine(TCM),Recommender System
proj-cs266-359,Manulife Agent Policy Recommendation System Using Rule-Based,Recommender System
proj-cs266-360,MARKETING PROMOTIONAL STRATEGY SYSTEM USING MARKET BASKET ANALYSIS WITH VISUALIZATION FOR DO’ZEE,General CS
proj-cs266-361,DASCYCLE: WEB-BASED WASTE DISPOSAL MANAGEMENT SYSTEM FOR SAS DAS TRADING WITH NOTIFICATION FEATURE,Web / Dashboard
proj-cs266-362,ECO-TOURISM BOOKING MANAGEMENT SYSTEM FOR TAWAI RAINFOREST CAMP (TRC),General CS
proj-cs266-363,Medication Reminder And Side Effects Management System Using A Rule-Based Approach for Diabetic Patients At U.N.I Clinic Kota Belud,General CS
proj-cs266-364,TVET Smartpath: Personalized Educational Pathway Recommendation System,Recommender System
proj-cs266-365,XGB Mutiara Digital Bookstore Ordering and Notification System,General CS
proj-cs266-366,Job Tracking System For Monitoring Job Progress With Notification For Selari Venture Sdn Bhd,Networking
proj-cs266-367,EduMentor: Mathematics Mentorship Platform with Face Recognition,Mobile App
proj-cs266-368,An Automated System for Fake News Detection,General CS
proj-cs266-369,A Web-Based Creative Writing platform with Content-based filtering Recommendations and Community Interaction,Recommender System; Web / Dashboard
proj-cs266-370,Feline Care: A Digital Booking System with Notification,General CS
proj-cs266-371,Helpdesk Ticketing System for IT Support,General CS
proj-cs266-372,Mobile Application for Native Cloud Cafe Ordering Management Systam,Mobile App
proj-cs266-373,A Web-Based Dock Management System for Swift Haulage Berhad,Web / Dashboard
proj-cs266-374,Web-Based Frozen Food Inventory System for AyamMers,Web / Dashboard
proj-cs266-375,Web-Based Electronic Devices and Appliances Services Management System for AkieRepair Enterprise,Web / Dashboard
proj-cs266-376,Meal Planner Management System With Notification for Confinement Mothers,General CS
proj-cs266-377,Inventory Tracking System with Automated Chatbot for Nails.Clstorey,LLM
proj-cs266-378,IMMUBUDDY: AN INTERGRATED MOBILE AND WEB-BASED ECOSYSTEM FOR INFANT VACCINATION MANAGEMENT AND PARENTAL ENGAGEMENT,Web / Dashboard
proj-cs266-379,RONDAMELAKA: BUDGET PLANNING AND ATTRACTION RECOMMENDATION IN EXPLORING MELAKA,Recommender System
proj-cs266-380,HijrahPath: Mobile Prayer Guidance for New Muslims in Malaysia,General CS
proj-cs266-381,Smart Donation and Volunteer Engagement Platform for Al Mukminun Mosque,General CS
proj-cs266-382,LOGBOOK INTERSHIP MANAGEMENT SYSTEM,General CS
proj-cs266-383,Pet For Beginners Guide System by using Rule-Based Technique,General CS
proj-cs266-384,AUTOMATED ANALYSIS SYSTEM FOR MOBILE LEGENDS: BANG BANG (MLBB) PLAYER PERFORMANCE,AR/VR / Game
proj-cs266-385,CENTRALIZED WEB BASED SYSTEM FOR STRESS INDUCTION METHODS,General CS
proj-cs266-386,SMART STUDY CONTENT HUB WITH GAMIFICATION FOR PRIMARY SCHOOL,General CS
proj-cs266-387,A WEB-BASED PEER TUTORING SYSTEM WITH RULE-BASED TUTOR-LEARNER MATCHING,Web / Dashboard
booth-DS5-01,Sesi Pembentangan 1,General CS
sch-slot-2,Sesi Pembentangan 2,General CS
sch-slot-3,Sesi Pembentangan 3,General CS
sch-slot-4,Sesi Pembentangan 4,General CS
sch-slot-5,Sesi Pembentangan 5,General CS
sch-slot-6,Majlis Penutup & Penyampaian Hadiah,General CS
sch-gen-1,Pendaftaran Juri & Peserta,General CS
sch-gen-2,FYP Expo 2026 - Hari Terbuka,General CS
